,Transaction_date,Amount,Tax,Machine_ID,Transaction_Type
79,24-10-19 22:32:28,94.14,0.21,28337942,Withdrawal
80,09-03-18 07:07:14,288.96,0.0,60815429,Purchase
81,07-09-20 00:54:24,272.14,0.53,52269788,Purchase
82,,,0.09,47831239,Transfer
83,10-06-20 08:58:34,134.41,0.45,66361604,Purchase
84,,145.39,0.0,41305805,Transfer
85,05-04-18 21:44:42,0.78,0.0,68335321,Transfer
86,,,0.0,27569378,Transfer
87,30-11-18 17:22:44,,0.46,31135072,Withdrawal
88,17-10-18 13:08:34,165.21,0.5,75348662,Transfer
89,31-03-20 06:59:22,10.39,0.0,55661148,Withdrawal
90,18-12-19 06:38:46,227.54,0.0,34533058,Transfer
91,13-06-18 21:32:05,167.12,0.0,46961002,
92,03-02-19 15:32:14,145.67,0.0,85193907,Purchase
93,02-03-19 03:29:43,97.23,0.0,10916679,Withdrawal
94,24-09-19 16:53:05,199.84,0.0,17960860,Withdrawal
95,05-12-20 15:25:07,,,15901866,Purchase
96,05-07-20 20:13:33,116.25,0.28,39662750,Transfer
97,04-03-19 09:40:50,156.27,0.0,49178034,Transfer
98,17-01-20 04:13:14,207.89,0.46,19176908,Purchase
99,16-01-18 07:37:51,13.18,0.0,11184169,Transfer
100,18-05-20 22:12:04,158.22,0.33,78854228,Purchase
101,,16.48,0.0,65360176,Purchase
102,,85.4,0.0,28741946,Purchase
103,17-05-20 03:14:28,182.88,0.49,39662750,Withdrawal
104,24-04-18 12:40:13,139.89,0.04,45234812,Transfer
105,,,0.06,89746855,Transfer
106,24-07-20 15:26:36,129.28,0.07,38788186,Purchase
107,01-02-19 22:53:43,209.37,0.48,12257301,
108,,199.48,0.0,76772211,Transfer
109,,94.89,,36721469,Purchase
110,19-10-20 18:28:42,170.51,0.0,20720964,Transfer
111,,,,30840387,
112,23-06-20 23:17:00,318.3,0.8,63142714,Purchase
113,01-12-19 12:42:21,98.25,0.22,26762616,Purchase
114,22-07-19 17:34:14,128.1,0.47,30423504,Purchase
115,03-07-20 17:22:02,125.58,0.56,63231770,Purchase
116,09-09-20 03:03:23,119.27,0.42,52269788,Transfer
117,22-01-20 14:45:17,159.88,0.34,84138051,Withdrawal
118,12-12-18 21:57:06,169.11,0.0,29092591,
119,01-05-20 20:32:35,36.7,0.17,72856304,Purchase
120,15-05-18 21:40:57,109.88,0.0,76356682,Transfer
121,20-09-19 00:35:38,57.57,0.0,41365662,Transfer
122,03-11-19 23:43:07,236.53,,34040104,Withdrawal
123,22-10-19 02:41:22,322.57,1.11,47269252,Purchase
124,23-03-20 22:13:14,,,36114403,Transfer
125,05-02-20 10:16:44,174.24,0.0,86639691,Withdrawal
126,17-01-19 08:46:08,221.58,0.0,21284114,Transfer
127,12-12-18 11:12:13,161.68,0.39,94272884,Withdrawal
128,,,0.0,23340180,Purchase
129,20-04-18 08:00:19,196.75,0.95,82109386,Purchase
130,01-06-18 15:21:07,133.9,0.29,66182633,Transfer
131,28-01-19 20:44:09,70.93,0.0,10083124,Withdrawal
132,18-06-20 21:36:22,105.2,0.0,67804069,
133,02-02-18 14:17:23,171.97,0.76,67356056,Transfer
134,17-02-19 12:21:18,64.19,0.0,98153856,Purchase
135,26-01-19 19:02:06,134.47,0.0,60935907,Transfer
136,01-11-19 01:44:06,243.79,,22695034,Transfer
137,13-04-18 01:19:50,152.05,0.73,42369811,Withdrawal
138,20-01-20 14:27:19,288.98,0.0,96209139,Withdrawal
139,27-10-19 21:53:15,251.3,0.36,10257223,Withdrawal
140,18-12-18 05:44:34,,0.44,12257301,Withdrawal
141,29-08-18 22:03:56,54.85,,37242511,Transfer
142,,146.64,0.44,45591646,Withdrawal
143,05-03-18 19:32:26,116.34,0.0,93581340,Transfer
144,12-11-20 12:43:10,176.44,0.0,60815429,
145,30-06-18 14:28:09,263.01,0.46,99428701,Transfer
146,18-06-20 21:02:25,71.38,0.0,22293708,Withdrawal
147,14-12-19 02:10:19,122.79,0.12,94709235,Purchase
148,26-10-18 16:11:33,173.26,0.0,93537360,Transfer
149,22-08-20 22:12:14,229.45,0.11,10673249,Withdrawal
150,13-07-20 16:05:22,185.75,0.93,78392881,Withdrawal
151,25-12-18 12:52:51,179.0,0.79,83516188,Purchase
152,17-05-20 12:30:03,,0.57,12730697,
153,16-11-20 16:41:22,184.55,0.0,68509676,
154,06-03-20 07:04:32,133.41,0.0,27851295,
155,18-07-18 15:45:40,154.01,0.0,97553105,Transfer
156,09-11-18 01:30:19,,,95979298,Withdrawal
157,19-01-19 23:18:13,188.27,,71270966,
158,,215.98,0.6,92582231,Purchase
159,28-05-20 13:06:50,,0.0,21231772,Purchase
160,10-02-20 01:49:00,235.27,,92072077,Withdrawal
161,17-04-18 06:01:31,146.04,0.0,39857279,Transfer
162,29-09-19 08:07:50,182.26,0.57,38271332,
163,12-04-18 21:07:01,196.37,0.0,40160123,Withdrawal
164,28-12-18 03:37:40,-10.66,-0.03,58744737,Transfer
165,09-01-20 06:45:23,66.28,0.29,58683605,
166,12-09-19 01:33:25,126.68,0.55,57410872,Purchase
167,21-03-20 21:46:28,,0.31,86829181,Withdrawal
168,28-05-20 02:49:49,169.19,0.06,90206164,Transfer
169,09-12-19 07:05:49,113.96,0.24,99031231,Purchase
170,03-10-20 05:55:39,30.23,0.01,45812655,Purchase
171,11-12-18 14:46:06,192.86,0.0,89705626,Withdrawal
172,16-08-20 11:57:04,,0.29,45599009,Withdrawal
173,,189.5,0.43,34946504,Withdrawal
174,27-12-18 21:10:05,100.1,0.0,73186284,Withdrawal
175,11-05-20 05:34:31,131.74,0.0,20720964,Transfer
176,17-11-20 23:21:56,188.39,0.0,87759731,Withdrawal
177,13-03-20 03:25:59,192.22,0.67,94683012,Transfer
178,23-03-20 04:18:36,,0.0,24656912,Withdrawal
179,27-04-19 03:53:22,129.39,,46256964,Withdrawal
180,15-05-20 23:15:28,50.54,0.0,79724919,Purchase
181,29-09-19 10:33:26,102.47,0.0,62325846,Purchase
182,28-12-20 23:38:56,,0.32,67705104,Withdrawal
183,22-07-18 12:34:56,,0.0,22050704,Transfer
184,04-12-20 22:33:50,305.75,,66925143,Purchase
185,31-08-20 22:07:49,158.2,0.35,30423504,Purchase
186,16-05-19 19:23:19,167.12,0.4,23654327,Purchase
187,19-08-19 00:26:41,137.59,0.0,47681674,Withdrawal
188,20-11-18 14:04:07,,0.0,87759731,Transfer
189,14-04-19 03:31:40,204.72,0.74,57884764,Purchase
190,11-11-20 23:11:31,174.74,0.0,22524492,
191,29-08-20 03:37:51,135.49,0.0,24983334,Withdrawal
192,28-03-20 21:13:05,74.42,0.3,43029913,Withdrawal
193,23-03-19 10:27:39,141.39,0.0,36297241,Transfer
194,29-12-19 02:32:23,122.63,0.0,86208272,Transfer
195,22-01-19 22:39:41,,0.0,67084577,Transfer
196,23-12-20 00:57:01,216.3,0.0,74949915,Transfer
197,03-06-18 14:34:15,78.44,0.0,33882686,Purchase
198,06-03-18 00:37:45,,,23156635,Withdrawal
199,31-05-20 12:19:27,,0.01,94375419,Withdrawal
200,31-12-18 01:43:29,,0.26,47143872,
201,05-01-20 11:48:47,234.19,0.0,12266547,Withdrawal
202,02-09-20 06:13:45,78.27,0.0,65682212,Transfer
203,08-02-18 07:29:04,161.23,0.0,71292904,
204,18-09-18 10:31:46,70.87,0.0,20683527,Withdrawal
205,17-02-19 08:59:25,,0.01,52276279,Withdrawal
206,,219.06,0.18,79958996,Withdrawal
207,07-05-20 20:03:55,151.98,0.07,51365145,Withdrawal
208,05-03-18 04:33:49,92.43,,40959090,
209,12-01-18 04:29:06,,0.18,98503215,Withdrawal
210,26-02-18 02:00:09,121.9,0.13,61700190,Transfer
211,31-12-18 04:32:16,243.95,0.91,86007090,Purchase
212,29-02-20 02:27:15,178.17,0.0,47695027,Withdrawal
213,30-01-18 15:48:02,123.91,0.0,39176775,Withdrawal
214,,102.96,0.29,95027423,
215,13-05-20 01:44:24,,,76495954,Transfer
216,14-12-18 01:55:16,41.69,0.2,98200480,Purchase
217,,244.14,0.0,38379290,Purchase
218,29-07-20 16:34:33,185.22,0.0,39859472,Purchase
219,19-11-19 06:45:46,233.6,0.0,16729833,Withdrawal
220,,110.55,,96898585,Transfer
221,30-07-20 17:47:51,,0.0,18804261,
222,17-01-20 02:34:07,198.15,0.52,41361406,Withdrawal
223,12-10-18 09:39:35,42.69,,55788629,Transfer
224,03-06-19 06:24:38,160.43,0.61,58431043,Transfer
225,,172.06,0.82,46256964,Transfer
226,28-01-18 05:35:33,109.76,0.18,82355294,Purchase
227,,124.79,0.03,40786781,Withdrawal
228,10-12-20 11:13:52,180.53,0.62,76495954,Transfer
229,16-10-18 03:48:20,,0.04,93368689,
230,04-09-18 10:28:37,79.67,0.0,96616497,Purchase
231,17-11-19 00:07:39,191.4,0.82,89099731,Withdrawal
232,,,,45812655,Purchase
233,25-11-20 15:34:13,167.44,0.5,75710318,Transfer
234,09-11-20 05:18:48,156.7,0.0,56033681,Withdrawal
235,02-05-18 23:04:44,181.43,0.14,62974805,Purchase
236,26-04-18 22:09:59,129.98,0.39,58170953,Transfer
237,04-05-18 23:31:53,89.61,0.0,82542922,Withdrawal
238,09-03-19 19:29:59,98.07,0.0,35881812,
239,30-01-18 07:47:18,227.39,0.04,80460270,Purchase
240,28-10-18 11:08:01,8.76,,60044225,Withdrawal
241,07-05-20 05:29:40,,0.0,41799826,Purchase
242,25-02-18 13:37:16,49.04,0.0,75129968,Purchase
243,23-11-20 04:12:27,37.38,0.07,53085342,Purchase
244,05-09-20 10:54:21,79.54,0.0,39866075,Withdrawal
245,08-08-20 16:52:57,131.97,0.23,83075205,Withdrawal
246,26-12-18 22:47:19,201.14,0.0,52539206,Withdrawal
247,16-10-18 01:00:41,31.11,0.13,86464772,Withdrawal
248,,267.19,0.0,51741447,
249,12-11-18 16:26:08,231.46,0.0,15553152,
250,02-01-19 12:19:53,140.72,0.51,51364534,Purchase
251,,,0.0,30840387,Purchase
252,13-11-18 01:34:14,83.25,0.07,57142245,Withdrawal
253,,191.16,0.0,63089432,Transfer
254,08-03-20 06:03:37,154.82,0.0,97400511,Transfer
255,19-08-20 09:58:45,248.84,0.0,93581340,
256,10-03-19 18:00:32,101.96,0.0,97826060,Purchase
257,30-11-20 12:52:05,188.36,,46171379,Withdrawal
258,17-02-20 05:26:02,147.45,0.0,31535273,Withdrawal
259,11-10-19 11:33:17,90.71,0.2,41931632,Withdrawal
260,24-09-18 02:00:37,283.16,0.0,41562656,Purchase
261,26-07-20 01:56:27,169.57,0.0,89389032,
262,17-11-19 19:13:08,193.42,0.0,18469015,Withdrawal
263,04-12-20 01:45:45,75.2,0.24,71656408,Purchase
264,,99.42,0.0,99233134,Withdrawal
265,16-06-18 01:18:28,155.89,0.0,36954958,Withdrawal
266,19-09-18 01:12:33,,0.43,18686613,Purchase
267,,192.14,0.0,27894188,Withdrawal
268,10-06-20 08:03:46,180.69,,63089432,Withdrawal
269,,95.24,0.02,31110505,Transfer
270,05-07-18 03:44:50,163.51,0.04,98399459,Withdrawal
271,,150.28,0.23,29334058,
272,22-07-20 15:34:25,138.51,0.66,56502038,
273,,69.58,0.0,68539102,Purchase
274,17-09-18 22:56:44,91.51,0.08,15374038,Transfer
275,29-03-20 19:47:00,164.73,0.0,53738853,Transfer
276,,220.98,0.0,34090806,Withdrawal
277,16-11-18 13:54:49,82.09,0.0,81427866,Withdrawal
278,23-03-19 18:46:22,235.2,0.0,79724919,Transfer
279,29-09-20 14:03:01,,0.0,11826952,Purchase
280,26-01-19 02:28:22,61.11,0.18,22996749,
281,14-11-18 22:04:12,172.64,0.0,73823301,Transfer
282,24-09-18 02:36:04,212.0,0.37,52276279,
283,22-03-20 16:35:29,168.51,0.0,44459988,Purchase
284,01-07-18 07:37:07,312.34,0.0,68509676,
285,25-01-18 16:32:07,171.61,0.35,25972301,Purchase
286,02-01-19 06:13:07,212.48,0.0,55221298,Purchase
287,22-01-20 13:59:32,150.77,0.35,16385714,
288,02-03-19 09:01:31,218.61,0.85,52744132,Purchase
289,,,0.0,76772211,Purchase
290,15-06-19 05:38:29,89.97,0.0,22870334,Withdrawal
291,02-05-18 17:38:35,124.5,0.0,66088241,Transfer
292,03-05-20 12:56:44,185.27,0.54,81023113,Purchase
293,01-12-19 00:10:43,,,63089432,Purchase
294,29-10-19 10:41:01,225.97,0.0,28119263,
295,24-10-20 21:25:22,174.99,0.0,60486260,Withdrawal
296,09-04-18 14:48:03,164.51,0.32,93765313,Purchase
297,05-08-19 16:43:19,,,38706094,Purchase
298,16-12-18 04:12:19,,0.0,15995751,Transfer
299,06-05-20 15:38:29,,0.0,92710616,Purchase
300,09-07-18 04:23:36,202.87,0.0,36114403,Transfer
301,,211.56,,54083828,Transfer
302,31-05-18 13:47:20,133.2,0.21,93368689,Withdrawal
303,,101.35,0.0,97553105,Withdrawal
304,15-01-18 18:56:29,117.0,0.38,56380051,Transfer
305,,174.46,0.78,93765313,Purchase
306,,,0.45,84011247,Transfer
307,13-05-20 04:13:12,166.75,0.0,39972973,Purchase
308,13-04-20 17:21:29,183.95,0.57,48006971,Transfer
309,29-03-19 14:20:16,33.9,0.0,99233134,Purchase
310,17-02-18 16:09:36,337.59,0.0,32275625,Purchase
311,28-07-20 23:02:36,72.75,0.0,27552031,Transfer
312,06-10-20 15:16:39,277.24,,96218420,
313,04-09-19 20:27:29,111.08,0.0,72504804,Withdrawal
314,14-11-18 16:24:42,217.04,,96218420,Purchase
315,,207.07,0.0,55367153,Withdrawal
316,25-08-20 18:11:15,154.5,0.49,71739125,Transfer
317,15-08-20 14:41:32,138.35,0.33,66694772,Transfer
318,11-09-19 20:04:02,84.15,0.24,67043687,Transfer
319,06-07-20 21:46:27,,,23439932,Purchase
320,17-02-18 18:13:59,227.08,,67189368,Purchase
321,23-01-20 22:58:08,176.05,0.31,23774114,Purchase
322,08-08-20 11:02:51,88.16,0.43,94375419,Purchase
323,12-01-19 08:32:03,231.06,0.22,14901174,Withdrawal
324,02-04-19 13:36:27,65.74,0.0,69381779,Purchase
325,25-11-18 19:20:06,164.69,0.0,20029773,Purchase
326,25-02-18 19:43:07,87.62,0.0,73645830,
327,08-03-18 02:07:32,95.21,0.39,18991941,Withdrawal
328,,225.58,0.02,93368689,Withdrawal
329,22-09-19 05:59:43,117.6,,58355460,Withdrawal
330,05-02-19 01:02:04,43.94,0.0,18469015,Withdrawal
331,11-12-18 17:00:05,112.29,0.52,17121885,Withdrawal
332,,,0.0,69195232,Purchase
333,29-10-20 08:56:12,98.94,0.18,67566159,Transfer
334,14-03-18 00:37:45,235.03,0.0,13904318,Withdrawal
335,18-10-18 17:48:57,220.58,0.0,73990799,
336,18-07-20 12:48:57,155.13,0.13,31777720,Transfer
337,15-02-18 15:18:32,232.16,0.24,66694772,Transfer
338,31-12-19 09:25:31,280.41,0.0,14078016,
339,05-02-18 05:37:43,11.15,0.05,22630034,Withdrawal
340,,230.97,0.0,51741447,Withdrawal
341,16-10-18 23:48:16,192.65,0.24,41316189,Purchase
342,05-05-19 04:09:46,,0.39,43267193,Transfer
343,21-11-20 17:14:06,,0.0,29657111,Transfer
344,31-08-19 12:45:44,177.77,0.0,15995751,Transfer
345,18-10-19 20:06:01,109.67,0.3,41489541,Purchase
346,23-05-20 11:58:31,254.18,0.04,42767915,Purchase
347,27-08-19 15:38:15,159.82,0.0,34946504,Withdrawal
348,26-04-18 03:54:34,233.18,0.0,37412016,Transfer
349,14-09-20 13:05:47,132.8,0.0,51519478,Withdrawal
350,,35.51,,19637600,Withdrawal
351,22-08-20 13:00:01,,0.0,95979298,Purchase
352,24-05-18 05:44:32,133.54,,36721469,Purchase
353,27-01-19 19:59:40,61.74,0.0,85605984,Withdrawal
354,21-10-19 10:30:20,,0.0,20994897,
355,12-02-19 00:10:56,,0.42,30423504,Purchase
356,29-05-20 01:32:10,238.88,0.79,55788629,Purchase
357,17-12-18 05:52:47,247.81,0.0,85731903,Purchase
358,16-09-20 13:07:13,187.4,0.0,89705626,Purchase
359,,150.29,0.41,63594111,Purchase
360,07-03-20 09:01:57,,0.0,18804261,Transfer
361,19-02-19 20:54:59,153.13,0.0,90949802,
362,,205.63,0.47,15374038,Purchase
363,20-04-18 20:00:56,115.48,0.19,47191270,Transfer
364,10-06-19 17:47:09,61.69,0.01,10257223,Withdrawal
365,19-06-18 23:57:57,134.65,0.42,65626546,
366,26-06-18 08:55:05,163.81,0.0,38580752,Purchase
367,24-12-18 06:10:45,132.13,,67766088,Transfer
368,09-07-20 14:44:11,151.81,0.28,25661607,Transfer
369,26-01-19 15:24:36,,0.11,49540170,Transfer
370,15-04-19 15:50:03,211.91,0.0,83721247,Withdrawal
371,27-04-20 06:55:08,52.92,0.05,54083828,
372,,195.76,0.0,95979298,Withdrawal
373,,-2.36,-0.0,90206164,Withdrawal
374,11-02-19 20:46:52,193.33,0.0,22360920,
375,,183.41,0.0,66391110,Withdrawal
376,17-01-19 06:53:20,151.83,0.11,86426260,Withdrawal
377,,82.12,0.04,94476694,Transfer
378,07-01-18 22:00:12,81.14,0.0,74949915,Transfer
379,26-10-20 08:17:03,178.88,0.63,25661607,Transfer
380,02-11-19 11:28:32,107.0,0.0,86294958,Purchase
381,01-10-20 21:12:09,,0.0,65884559,Withdrawal
382,26-12-18 17:05:31,106.35,0.0,81427866,Purchase
383,12-05-19 13:40:14,124.58,0.0,94683911,
384,,203.16,,96649629,Transfer
385,06-11-20 03:53:26,,0.0,61861914,
386,13-05-20 21:57:58,138.35,0.35,61635565,Withdrawal
387,24-11-20 03:22:27,168.87,0.0,77931480,Purchase
388,21-05-19 02:08:52,176.27,0.56,25972301,Purchase
389,12-08-18 02:22:31,144.13,0.44,45591646,Transfer
390,08-07-19 09:01:23,165.83,0.0,69381779,Transfer
391,23-07-19 12:24:13,141.89,0.38,96676431,Withdrawal
392,10-08-19 19:28:40,178.81,0.19,49146252,Withdrawal
393,25-01-20 04:55:41,170.15,0.0,39901092,Purchase
394,20-12-19 20:38:10,185.3,0.0,78959278,Withdrawal
395,20-09-18 02:36:14,206.3,,67043687,
396,29-01-18 16:23:29,77.86,0.33,47117219,Withdrawal
397,31-08-18 14:41:07,54.96,0.1,43267193,
398,17-02-18 05:57:08,131.34,0.44,24220030,Withdrawal
399,06-10-18 14:51:10,138.01,0.08,92063406,Withdrawal
400,11-05-19 17:18:57,182.37,,75587987,Withdrawal
401,03-08-20 02:24:41,64.61,0.0,66391110,Transfer
402,,163.48,,66088241,Withdrawal
403,03-12-19 23:36:33,180.48,0.0,47405775,Transfer
404,06-07-19 05:37:09,35.55,0.0,55568610,Purchase
405,28-04-18 16:05:00,,0.0,89862979,Withdrawal
406,30-11-20 01:30:33,247.85,0.56,98399459,Transfer
407,20-04-18 01:13:00,158.73,0.0,44633329,
408,15-06-20 19:18:45,87.6,0.36,65768532,Purchase
409,20-04-20 20:01:02,109.62,0.42,77022975,Purchase
410,28-09-19 21:54:43,144.75,0.25,17534857,Purchase
411,09-01-20 10:38:07,,0.0,76059445,Withdrawal
412,05-10-18 16:54:39,,-0.06,49146252,Purchase
413,13-11-19 12:59:27,252.39,0.0,52308792,Withdrawal
414,23-05-18 09:28:51,117.32,0.23,38530258,Purchase
415,,137.47,,73823301,
416,,214.73,0.29,17534857,Transfer
417,,166.47,,27833222,Purchase
418,11-02-20 11:24:26,115.8,0.0,12266547,Transfer
419,08-08-20 15:34:46,,,34250744,Transfer
420,09-04-20 06:04:03,187.48,0.53,57963776,Transfer
421,17-07-19 04:13:28,188.56,0.9,86774785,Transfer
422,04-11-18 20:13:19,136.59,0.0,39857279,Withdrawal
423,13-12-18 00:07:58,205.63,,99236999,Withdrawal
424,28-06-20 13:08:59,204.96,,77931480,Withdrawal
425,30-05-20 09:43:46,,0.18,69957771,Withdrawal
426,,79.59,0.0,14018631,Purchase
427,22-01-19 23:16:29,172.93,0.0,37902623,Purchase
428,21-09-18 01:49:17,190.53,0.0,54581947,Withdrawal
429,20-04-18 21:17:05,,0.4,63650348,Purchase
430,13-12-18 20:36:07,119.49,0.0,93327943,Purchase
431,,187.54,0.49,63142714,Purchase
432,28-08-19 12:50:15,160.99,0.0,56033681,Transfer
433,02-08-20 13:17:17,245.12,0.95,24725196,Purchase
434,,,,22833202,
435,28-05-18 07:15:09,,0.0,86294958,Withdrawal
436,28-12-19 02:32:59,,0.0,42432840,
437,26-05-18 20:32:44,87.27,0.06,87153140,Transfer
438,20-05-19 16:07:09,136.15,0.0,81300236,
439,02-05-19 20:53:54,,,47110863,Transfer
440,01-07-19 20:11:46,32.37,0.07,39082925,
441,16-08-19 01:48:26,197.37,0.0,37267991,
442,25-10-20 15:39:55,154.25,0.64,79498251,Transfer
443,25-11-19 17:01:02,,0.0,34533058,
444,25-04-18 13:36:46,111.27,0.0,64023664,Withdrawal
445,17-11-19 17:24:52,72.57,0.03,25353404,Purchase
446,02-10-20 10:16:18,134.8,,20683527,Transfer
447,,88.72,0.0,41305805,Transfer
448,04-02-20 09:10:05,150.75,0.0,11820770,Purchase
449,21-08-20 06:38:46,86.56,0.0,30066650,Purchase
450,14-04-19 14:06:26,50.9,0.0,37803482,Withdrawal
451,12-06-20 11:41:48,156.63,0.0,48189594,Transfer
452,15-07-19 03:50:41,163.57,0.0,78959278,Transfer
453,28-11-19 04:07:20,188.03,0.66,50616163,Purchase
454,06-07-18 03:53:17,153.94,0.0,28741946,Withdrawal
455,11-06-19 15:52:59,252.6,0.0,86681316,Transfer
456,26-04-19 06:27:57,105.48,0.13,14446538,Purchase
457,26-12-18 00:09:34,227.67,,12257301,Purchase
458,25-10-20 20:08:32,80.52,0.15,88793220,Purchase
459,12-08-19 23:19:14,102.24,0.0,62465865,Purchase
460,28-11-18 12:28:26,,,24220030,Withdrawal
461,31-01-19 21:33:04,132.68,0.46,78418409,Transfer
462,08-09-18 06:02:46,256.95,0.0,21284114,Withdrawal
463,07-10-19 00:20:55,104.54,0.0,14355937,Purchase
464,01-12-19 17:17:31,61.17,0.0,10083124,Withdrawal
465,,202.84,0.0,28610846,Transfer
466,23-04-18 21:39:15,148.33,0.4,77676174,
467,08-09-20 20:37:29,40.97,0.0,60380922,Withdrawal
468,03-10-18 00:37:27,174.24,0.0,34416970,Withdrawal
469,27-08-19 18:31:33,215.97,0.0,13024599,
470,31-12-18 18:59:05,123.02,0.08,71436430,Purchase
471,,259.21,0.85,30423504,Withdrawal
472,16-10-20 22:45:39,,0.0,67688978,
473,30-09-19 21:00:51,,0.0,78959278,
474,08-09-19 01:44:09,210.52,0.0,12266547,Purchase
475,10-03-20 06:04:51,3.15,0.0,35040650,Transfer
476,20-10-18 13:40:31,161.92,0.14,74822841,Withdrawal
477,20-01-18 17:27:55,96.95,0.08,67566159,Withdrawal
478,05-06-20 14:49:28,217.75,,43941575,Purchase
479,03-02-18 01:06:34,88.78,0.0,91237575,Purchase
480,04-12-18 10:02:39,221.95,0.0,10916679,Transfer
481,10-04-20 06:59:12,,0.28,24532848,Purchase
482,,120.02,0.09,42147303,Transfer
483,18-09-20 13:51:29,97.12,0.0,75897788,Purchase
484,02-05-19 12:25:22,165.43,0.0,91514958,Purchase
485,05-04-19 13:05:39,53.88,0.0,67043687,Withdrawal
